gcnconv-drop,l_pre,l_mp,l_post,stage,epoch,ckpt_clean,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std
0.0,2,2,1,stack,1,True,0.7544,0.0122,361.0,0.533,0.0068,0.5132,0.0505,0.4771,0.0249,0.9898,0.0074,0.6433,0.0216,0.8634,0.0065
0.0,2,2,1,stack,1,True,0.7544,0.0122,361.0,0.5355,0.0015,0.5132,0.0505,0.4771,0.0249,0.9898,0.0074,0.6433,0.0216,0.8634,0.0065
0.0,2,2,1,stack,1,True,0.7044,0.0693,361.0,0.5309,0.0014,0.5961,0.1494,0.5641,0.1375,0.9283,0.0893,0.683,0.07,0.8646,0.0069
0.0,2,2,2,skipconcat,4,True,0.7189,0.0526,571.0,0.537,0.0017,0.5934,0.1403,0.3878,0.2971,0.6059,0.4348,0.4598,0.3312,0.8728,0.0061
0.0,2,2,2,skipconcat,4,True,0.6619,0.0749,571.0,0.5362,0.0011,0.6764,0.1659,0.6376,0.1387,0.8882,0.079,0.7249,0.0793,0.8747,0.0046
0.0,2,2,2,skipconcat,288,True,0.568,0.0083,571.0,0.5324,0.003,0.8042,0.006,0.7631,0.0101,0.8078,0.0071,0.7848,0.0056,0.8801,0.0026
0.0,2,2,2,skipsum,4,True,0.7362,0.0308,471.0,0.5317,0.0038,0.6949,0.179,0.7428,0.2133,0.7851,0.1532,0.7177,0.0745,0.8998,0.0042
0.0,2,2,2,skipsum,160,True,0.6381,0.0402,471.0,0.581,0.0599,0.829,0.0043,0.8322,0.0314,0.7722,0.0504,0.7989,0.0144,0.9012,0.0076
0.0,2,2,2,skipsum,256,True,0.583,0.0031,471.0,0.5752,0.0639,0.83,0.0054,0.819,0.0099,0.7902,0.0147,0.8042,0.0069,0.9041,0.0071
0.0,2,2,2,stack,1,True,0.7532,0.0214,471.0,0.5346,0.0076,0.5684,0.1078,0.4073,0.3194,0.4878,0.4086,0.3981,0.2818,0.8061,0.0483
