gcnconv-drop,l_pre,l_mp,l_post,stage,epoch,ckpt_clean,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std
0.3,1,2,1,skipsum,299,True,0.6174,0.0164,251.0,0.5272,0.0056,0.7853,0.0093,0.7712,0.0169,0.7333,0.0515,0.7503,0.0202,0.8507,0.0196
0.3,1,2,1,stack,99,True,0.6923,0.0077,251.0,0.5386,0.0021,0.7077,0.0124,0.7138,0.0627,0.6,0.1383,0.6361,0.0622,0.7824,0.0071
0.3,1,2,1,stack,199,True,0.6556,0.0055,251.0,0.5298,0.0013,0.7275,0.0122,0.7032,0.0471,0.691,0.1342,0.6847,0.0551,0.7981,0.0044
0.3,1,2,1,stack,299,True,0.6314,0.009,251.0,0.5299,0.0059,0.7611,0.0078,0.7437,0.0329,0.7098,0.0743,0.7223,0.0272,0.8124,0.0027
0.3,1,2,2,skipconcat,99,True,0.6923,0.0211,461.0,0.535,0.0048,0.707,0.0316,0.6529,0.0307,0.7176,0.0449,0.6837,0.037,0.7439,0.0403
0.3,1,2,2,skipconcat,199,True,0.6294,0.0114,461.0,0.5284,0.0021,0.7526,0.0098,0.6967,0.0158,0.7808,0.015,0.7361,0.0075,0.8082,0.009
0.3,1,2,2,skipconcat,299,True,0.6097,0.0171,461.0,0.547,0.0057,0.7583,0.0138,0.7221,0.018,0.7373,0.0283,0.7292,0.017,0.8149,0.0179
0.3,1,2,2,skipsum,99,True,0.6708,0.0269,361.0,0.5529,0.0055,0.7722,0.0138,0.7355,0.022,0.758,0.0255,0.7461,0.0151,0.8298,0.0175
0.3,1,2,2,skipsum,199,True,0.619,0.0255,361.0,0.5516,0.0029,0.7869,0.0144,0.7561,0.0215,0.7651,0.0068,0.7605,0.0134,0.8521,0.0207
0.3,1,2,2,skipsum,299,True,0.5826,0.0196,361.0,0.5558,0.0072,0.8056,0.0149,0.7936,0.0109,0.7564,0.0282,0.7745,0.02,0.8682,0.0124
0.3,1,2,2,stack,99,True,0.7088,0.0353,361.0,0.5561,0.0028,0.6594,0.0901,0.6106,0.0933,0.7953,0.0929,0.6785,0.0305,0.7576,0.0479
0.3,1,2,2,stack,199,True,0.6424,0.0251,361.0,0.5584,0.0059,0.7621,0.0182,0.7166,0.0146,0.7628,0.032,0.7389,0.0227,0.7956,0.0268
0.3,1,2,2,stack,299,True,0.6175,0.0174,361.0,0.5545,0.0036,0.7637,0.0102,0.7428,0.0135,0.7122,0.0263,0.7268,0.0145,0.8136,0.0169
0.3,1,3,1,skipconcat,99,True,0.6872,0.0173,661.0,0.7713,0.0039,0.7386,0.0239,0.7041,0.0098,0.7078,0.1113,0.7006,0.0552,0.8119,0.0014
0.3,1,3,1,skipconcat,199,True,0.6527,0.0115,661.0,0.7703,0.0076,0.7573,0.0272,0.7476,0.0797,0.722,0.1028,0.7234,0.0155,0.8182,0.0171
